,Age,Gender,EducationBackground,MaritalStatus,EmpDepartment,EmpJobRole,BusinessTravelFrequency,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,OverTime,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsWithCurrManager,Attrition,PerformanceRating
0,-4.479793574532217,-1.6257996059973736,1.0481524637879776,0.9356890228558146,-0.9173971911208665,1.0277828016346409,-0.8315387568468071,-1.4712378392212704,0.515183756710148,0.44949780610585455,-1.2428653296897663,-0.16977154173895245,-0.8593278959332727,-0.26310506017288304,1.3611262092671124,-0.6554178052059578,0.8885248839463784,0.09972378231788936,-0.4706070616459781,0.012551823372850737,0.19236575834512795,0.1990545606595864,-0.5028907362905408,0.22833715281574699,-0.35274428851833184,3
1,-4.3560738006722834,-0.06828908459609978,2.0161738789592536,1.5167825598014177,0.41886415008819006,-0.582534636982023,-1.7148938853698648,0.02668083707523414,0.985277726126589,0.8307246040106018,-1.723556566611515,1.171481204490326,0.26557498836329035,0.2764253312481076,0.13361474257891826,-0.1576636362619372,0.5058845381894636,-0.3591341959211329,0.42080304643847904,-0.929058016324828,-0.4950405840809839,0.3060185486383447,-0.8883671294954477,-0.23723598586239,-0.7100424708480838,3
2,-4.243180593897774,2.5609616211014425,4.363071909949572,-0.1825322754473458,-1.7738799941323447,-0.36287313879929184,-0.4315275679412729,1.3080317997112536,0.44978089644765334,1.9575299671387987,0.18935495979823044,2.2900691037933654,-1.1978075888103825,0.13115984063518607,0.7868889415959714,-1.267936470525132,-0.6246276084927455,0.5046827453753943,0.5591949379479793,0.08161800299329268,-0.2560915179478355,-0.24287228736992386,-0.43472444005323446,-0.35672382507329176,0.6469960383195537,4
3,3.0137484824404583,0.7259831169811202,2.326672073071527,3.2881827864453603,2.309573602566933,1.9099851671963601,1.083119155211014,-0.22678647572418306,-0.11298768769646969,-0.191131556061578,-0.1391967763212705,-1.4086158340271449,-0.3840199009641993,1.151002616643445,0.5049615044176642,1.5581036815899387,-0.27350099218644214,0.8912814596989432,-1.5335828820389419,0.7000661880153927,0.11340176353335274,-0.1864384826977123,-0.5660170999849241,-0.06606873024936348,-0.5000483553247234,3
4,-4.2465648720716915,5.96660044971476,-0.24630205734891536,0.7899785226475717,2.096761255503176,-1.7123393665878337,0.7690247723747313,-0.5169497160801297,0.7885774242556371,1.1256382610100597,-1.6424601310549747,0.14282769628747613,-0.7278650435412142,-0.05162604892072107,-1.5095159285817104,0.6522736700912914,0.6141788039500211,-0.2957928475396009,0.9704685562329779,-1.1799837743718828,0.7938592310678637,-0.10704606740134899,-0.21816737377285395,0.456972898053689,-0.14789420816694765,3
5,-3.337251008789024,-1.7363754334267987,1.0909281202988166,-0.3737895039303179,-1.483869032259972,-0.5640975174226028,-1.7118322330668971,1.1776294475661588,0.2760563117432512,1.3307524663797348,2.013072131648416,1.6792984160898345,1.5431334228601654,0.10692917646758555,1.1925520596630024,0.609478118538838,0.3229102723097114,-0.06024485108493921,-0.6781069783718608,1.1507121027331044,0.32561146833414395,-0.2504169129548628,-0.30822053143153316,0.4110454907506043,-0.09073593361741317,4
6,-0.3428011104722018,4.416655794839527,-1.326934864136177,1.2799355562059804,-0.5828017018310339,-0.08167674561634587,-0.8570998142442945,-0.5981980664046885,0.9379436495837458,0.3112662984278926,-1.1253899957987379,1.3321507355826467,-0.47906210848457514,-0.3893377717566169,-1.7873726922709698,-0.529151332017952,0.4890406199325419,-0.258431722453754,0.883504638250914,-0.7605468075425015,0.660443301466622,0.09113044461021375,-0.3546100959846424,0.4312595060595453,-0.21099707709516835,3
7,-3.2840983805968085,3.9887517004497717,0.05900996699948543,-0.7409361204629019,-1.7106819493696588,-2.741404144933289,0.5668557439105356,-1.467584795485289,-0.9256534439597491,-1.0324167444945023,1.5705815935034053,0.6504429673448134,0.8048971414545194,-0.19115177459429797,0.49113856634858855,-0.10986645700827831,-0.9949815396623717,1.642109801583264,-0.247951611716626,-0.6344971087062715,0.1382103449320556,0.2604225946246131,0.23486080363243433,-1.1087886991645257,0.36236775703526086,3
8,-3.1340831093564883,6.2858275288762275,0.41512011689116396,-0.8524232283818316,-0.20543842608341842,-1.314494145908411,1.8319538591093245,1.5641070963637886,-1.6649931352491993,0.566151685354938,-0.6283400417718789,0.4996170242136113,-0.0645296888622904,0.4353703498682557,1.1202511536948385,-0.8775412595263242,-0.2115746601757814,-1.4588475048671972,0.8073654781438863,1.4731041642085054,0.6582076331931141,-0.795782962157949,0.7759621129459323,-0.15199651985025062,-0.24284074179315243,3
9,-3.2975459958203355,1.747388367980756,-1.4383459893766861,-1.1794552286466533,1.1492139808723199,0.044455941669356784,-2.119581806893638,-0.5466358888723942,0.21021791947607638,-1.3555310609990385,1.2763376127971415,-0.036878426882188245,-0.002898060225304301,-0.008954432479212864,0.46623784663761936,-0.11151834126569712,-1.0419659987512895,-0.6721838274577187,-0.7561794862356759,-0.18942963572979338,0.2659401120608318,0.07939552040480398,0.6698369065117419,-0.4287239680615554,0.4213016990659896,3
